Rez.Descriere, Rez.Pret euro ,Rez.Stare,Rez.Suprafata
"Garsoniera | Utilata complet | 22 mpu | Dambul Rotund
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Dâmbul Rotund",40000.00 ,Semidec.,22 mp
"Garsoniera | zona Parang | Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",71000.00 ,Semidec.,28 mp
"Garsoniera | zona Someseni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Someşeni",42500.00 ,Semidec.,21 mp
"Garsoniera 1 camera, decomandat, mobilat, Centru.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",69000.00 ,Dec.,22 mp
"Garsoniera 1 camera, S- 28 mp + balcon , zona Big.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",73000.00 ,Dec.,28 mp
"Garsoniera 1 camera, S- 28 mp, mobilată, Gherogheni.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",71000.00 ,Semidec.,27 mp
"Garsonieră 11 mp, recent renovată, zona Calea Floreşti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",27500.00 ,Semidec.,11 mp
"Garsonieră 11 mp, strada Albac, cartierul Gheorgheni!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",27000.00 ,Nedec.,11 mp
"Garsoniera 11 mp, zona Liceului cu Program Sportiv , Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",25000.00 ,Semidec.,11 mp
"Garsoniera 18 mp, RENOVATA , Grigorescu
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Grigorescu",55000.00 ,Semidec.,18 mp
"Garsoniera 20 mp, etaj intermediar, mobilata, Gheorgheni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",58000.00 ,,
"Garsonieră 20 mp, etaj intermediar, zona Sinterom Bulevardul Muncii
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Iris",45000.00 ,Semidec.,20 mp
"Garsonieră 21 mp, etaj intermediar, finisată, cartier Gruia
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gruia",44500.00 ,Semidec.,21 mp
"Garsoniera 21 mp, etaj intermediar, zona Scoala de Politie
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Dâmbul Rotund",38000.00 ,Semidec.,21 mp
"Garsonieră 21 mp, mobilată modern, etaj intermediar
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Dâmbul Rotund",52500.00 ,Semidec.,21 mp
"Garsonieră 21 mp, mobilată şi utilată, zona Expo Transilvania
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",46000.00 ,Semidec.,21 mp
"Garsoniera 21 mp, zona Lidl - Dambul Rotund
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Dâmbul Rotund",51000.00 ,Semidec.,21 mp
"Garsoniera 21mp, Marasti, etaj intermediar
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",55000.00 ,Semidec.,21 mp
"Garsoniera 22 mp, etaj intermediar, Dambul Rotund
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Dâmbul Rotund",43000.00 ,Semidec.,22 mp
"Garsonieră 22 mp, etaj intermediar, zona Şcolii de Poliţie,...
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Dâmbul Rotund",42000.00 ,Semidec.,22 mp
"Garsonieră 22, etaj intermediar, renovată total
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bulgaria",49900.00 ,Semidec.,22 mp
"Garsoniera 22mp, Modern, Bloc nou, zona FSEGA
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",61000.00 ,Semidec.,22 mp
"Garsoniera 22mp, zona linistita - Andrei Muresanu
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Andrei Muresanu",46500.00 ,Semidec.,22.5 mp
"Garsoniera 23 mp, balcon, orientate sudica, zona Expo Transilvania
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",52000.00 ,Semidec.,23 mp
"Garsonieră 24 mp, Marasti ExpoTransilvania
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",63000.00 ,Semidec.,24 mp
